machine_type,vibration_mm_s,motor_current_A,gearbox_temperature_C,belt_speed_mps,load_kg,belt_alignment_mm,active_failure,status
conveyor,1.79,6.93,38.52,1.69,216.93,6.11,roller_bearing_failure,warning
conveyor,2.75,20.9,60.64,0.36,650,5.3,jam,fault
conveyor,2.75,10.01,60.71,0.84,260.98,3.28,belt_slip,warning
conveyor,1.59,12.85,90.31,1.27,186.74,2.05,gearbox_overheating,fault
conveyor,2.43,11.88,73.14,1.18,271.95,2.31,gearbox_overheating,warning
conveyor,1,6.58,44.12,1.41,234.32,4.09,none,running
conveyor,5.29,16.35,65.47,0.24,356.49,11.7,none,fault
conveyor,1.69,7.61,58.93,1.22,200.9,13.16,belt_misalignment,fault
conveyor,3.84,15.53,55.99,0.11,479.87,6.25,jam,fault
conveyor,4.5,6.83,42.22,1.35,189.27,3.93,roller_bearing_failure,fault
conveyor,1.29,7.84,60.43,0.44,283.1,4.61,belt_slip,warning
conveyor,1.79,12.75,59.24,0.88,256.41,7.62,belt_slip,warning
conveyor,3.54,15.89,97.73,0.31,322.79,4.66,jam,fault
conveyor,3.04,12.29,69.44,0.11,390.05,4.54,jam,fault
conveyor,2.05,13.51,77.99,1.25,200.14,6.9,gearbox_overheating,warning
conveyor,1.35,20.95,75.62,0.6,454.39,3.65,jam,fault
conveyor,0.74,5.54,47.26,1.7,232.57,2.44,none,running
conveyor,1.4,18.77,56.26,1.39,438.88,7.5,overload,fault
conveyor,0.99,7.59,42.59,1.69,154.02,4.91,none,running
conveyor,2.38,7.85,48.35,1.58,250.6,2.68,roller_bearing_failure,warning
conveyor,1.2,5.63,44.59,1.33,277.56,0.81,none,running
conveyor,2.61,9.44,57.1,1.53,186.87,10.79,belt_misalignment,fault
conveyor,1.05,6.79,43.36,1.45,183.32,3.18,none,running
conveyor,1.37,14,70.8,1.07,410.26,3.44,overload,fault
conveyor,1.87,11.4,65.78,0.51,194.36,3.77,belt_slip,warning
conveyor,1.85,11.42,68.12,1.32,291.15,4.72,gearbox_overheating,warning
conveyor,1.84,11.7,96.87,1.36,197.03,1.61,gearbox_overheating,fault
conveyor,3.06,15.08,58.03,0.35,510.41,8.97,jam,fault
conveyor,2.22,9.19,50.56,1.29,461.64,2.03,overload,fault
conveyor,2.69,10.35,51.63,1.05,258.68,4.93,belt_slip,warning
conveyor,1.46,11.44,52.42,0.78,257.24,2.83,belt_slip,warning
conveyor,2.66,5.75,52.01,1.62,228.3,4.98,roller_bearing_failure,warning
conveyor,2.07,17.89,74.45,0.15,568.65,3.56,jam,fault
conveyor,1.95,10.02,64.86,1.1,174.22,6.29,belt_misalignment,warning
conveyor,3.84,7.51,40.82,1.19,193.36,12.5,belt_misalignment,fault
conveyor,1.82,9.22,73.57,0.88,397.08,6.02,overload,fault
conveyor,1.1,11.36,55.81,0.69,175.65,2.98,belt_slip,warning
conveyor,4.39,8.83,40.74,1.3,269.33,2.05,roller_bearing_failure,fault
conveyor,4.74,5.63,48.87,1.58,189.65,3.6,roller_bearing_failure,fault
conveyor,3.12,11.95,50.21,0.52,243.66,2.61,belt_slip,warning
conveyor,5.7,7.12,52.09,1.61,176.51,4.88,roller_bearing_failure,fault
conveyor,3.36,9.72,55.05,0.59,264.79,8.21,belt_slip,warning
conveyor,3.01,16.44,58.94,1.2,487.05,6.21,overload,fault
conveyor,2.38,12.91,87,0.42,447.14,3.94,jam,fault
conveyor,1.16,7.43,48.82,1.45,130.74,1.81,none,running
conveyor,0.91,8.51,41.43,1.55,199.72,6.08,roller_bearing_failure,warning
conveyor,3.35,7.44,59.73,1.55,186.81,13.73,belt_misalignment,fault
conveyor,2.72,14.48,62.6,1.34,457.13,5.79,overload,fault
conveyor,2.17,11.25,63.43,0.85,166.58,7.49,belt_slip,warning
conveyor,5.17,8.12,44.2,1.64,265.56,4.43,roller_bearing_failure,fault
conveyor,4.84,19.64,86.72,0.67,411.81,7.14,jam,fault
conveyor,2.73,6.72,48.87,1.45,266.62,1.79,roller_bearing_failure,warning
conveyor,1.08,9.23,71.73,1.33,184.31,6.59,gearbox_overheating,warning
conveyor,1.87,10.62,64.59,0.71,151.36,5.05,belt_slip,warning
conveyor,3.12,14.68,71.32,0.51,478.65,11.47,jam,fault
conveyor,3.21,7,61.64,1.57,195.65,5.69,roller_bearing_failure,warning
conveyor,2.63,10.62,52.32,1.41,388.88,3.94,overload,fault
conveyor,3,21.71,83.84,0.58,231.26,7.36,jam,fault
conveyor,1.53,12.16,54.98,0.98,169.79,2.01,belt_slip,warning
conveyor,2.26,11.01,70.33,1.01,333.23,7.53,overload,warning
conveyor,2.88,10.47,60.37,1.38,228.16,14.65,belt_misalignment,fault
conveyor,1.74,12.37,59.2,0.47,395.01,4,jam,fault
conveyor,4.12,7.15,59.6,1.31,175.92,5.45,belt_misalignment,fault
conveyor,3.5,8.07,43.02,1.41,208.74,4.63,roller_bearing_failure,warning
conveyor,3.57,10.37,51.32,1.42,147.55,10.75,belt_misalignment,fault
conveyor,1.29,7.18,90.3,1.17,269.79,3.43,gearbox_overheating,fault
conveyor,2.77,11.98,55.48,1.02,229.68,6.98,belt_slip,warning
conveyor,4.41,8.17,55.47,1.64,222.11,3.88,roller_bearing_failure,fault
conveyor,2.2,8.89,66.4,0.77,237.41,3.26,belt_slip,warning
conveyor,1.94,9.27,46.67,1.23,136.44,11.71,belt_misalignment,fault
conveyor,1.34,8.88,52.97,0.53,241.48,6.96,belt_slip,warning
conveyor,1.42,16.8,56.64,1.06,487.79,2.24,overload,fault
conveyor,1.32,10.81,61.64,1,555.39,5.38,overload,fault
conveyor,1.88,14.11,65.85,0.82,410.61,5.89,overload,fault
conveyor,2.2,7.4,41.57,0.46,220.41,2.44,belt_slip,warning
conveyor,2.82,13.26,63.38,0.2,406.39,4.56,jam,fault
conveyor,1.43,7.53,53.21,0.44,117.21,3.86,belt_slip,running
conveyor,1.98,7.25,56.87,1.57,189.87,3.43,roller_bearing_failure,running
conveyor,5.67,18.48,83.74,0.58,419.61,6.62,jam,fault
conveyor,1.62,6.23,59.05,1.61,199.04,7.8,belt_misalignment,warning
conveyor,4.14,15.24,93.18,0.22,386.32,2.84,jam,fault
conveyor,2.13,11.61,55.15,0.71,72.92,9.25,belt_slip,warning
conveyor,0.1,14.18,90.46,1.33,247.9,3.23,gearbox_overheating,fault
conveyor,5.17,17.71,75.71,0,418.84,5.5,jam,fault
conveyor,5.39,14.11,89.58,0.19,380.99,11.29,jam,fault
conveyor,4.45,12.77,69.28,0.1,383.85,3,jam,fault
conveyor,1.11,5.51,38.13,1.52,213.57,3.11,none,running
conveyor,0.4,9.99,64.38,1.08,156.88,11.17,belt_misalignment,fault
conveyor,0.94,5.43,40.41,1.52,187.61,3.55,none,running
conveyor,2.91,13.16,59.89,0.87,200.9,2.77,belt_slip,warning
conveyor,3.5,15.09,93.77,0.59,613.33,9.85,jam,fault
conveyor,1.88,7.05,62.45,1.09,156.51,1.64,belt_slip,running
conveyor,1.25,19.92,67.24,1.01,475.56,5.79,overload,fault
conveyor,1.96,12.87,67.02,1.31,303.19,7.94,overload,warning
conveyor,0.87,7.6,105.33,1.2,192.76,4.61,gearbox_overheating,fault
conveyor,1,12.37,57.9,0.81,471.43,2.86,overload,fault
conveyor,5.03,7.52,58.41,1.29,257.81,4.56,roller_bearing_failure,fault
conveyor,2.71,11.13,54.15,1.1,239.01,7.48,belt_slip,warning
conveyor,0.61,7.09,41.95,1.39,147.51,2.76,none,running
conveyor,1.91,11.22,71.42,1.22,426.74,6.1,overload,fault
conveyor,3.76,18.32,74.5,0,567.51,8.02,jam,fault
conveyor,2.76,12.71,91.94,1.41,281.56,5.71,gearbox_overheating,fault
conveyor,1.03,7.21,37.51,1.42,219.99,1.94,none,running
conveyor,0.79,5.74,37.78,1.49,207.84,4.58,none,running
conveyor,1.99,9,47.76,1.36,155.82,6.53,roller_bearing_failure,warning
conveyor,2.72,13.08,91.7,1.38,284.24,3.79,gearbox_overheating,fault
conveyor,2.02,11.64,46.64,0.79,138.03,2.14,belt_slip,warning
conveyor,3.17,13.35,68.69,0.32,310.97,7.09,jam,warning
conveyor,1.82,12.68,80.97,1.31,377.54,6.91,gearbox_overheating,fault
conveyor,1.64,8.13,50.32,1.23,201.34,2.8,roller_bearing_failure,running
conveyor,2.88,10.62,50.9,1.21,163.48,6.9,belt_misalignment,warning
conveyor,0.61,7.95,48.71,1.4,182.43,0.77,none,running
conveyor,1.12,8.66,44.71,0.96,221.83,6,belt_slip,running
conveyor,1.77,7.37,59.94,1.35,169.55,5.72,roller_bearing_failure,running
conveyor,1.26,6.7,57.08,1.41,158.57,7.89,belt_misalignment,warning
conveyor,2.35,17.4,58.13,1.35,509.9,3.42,overload,fault
conveyor,2.54,8.13,56.97,1.49,299.67,10.76,belt_misalignment,fault
conveyor,1.61,7.57,84.65,1.5,366.36,6.93,gearbox_overheating,fault
conveyor,1.44,11.1,71.99,1.02,417.89,2.75,overload,fault
conveyor,2.23,17.77,60.88,0.85,497.06,2.53,overload,fault
conveyor,2.23,12.91,91.38,1.21,283.04,6.65,gearbox_overheating,fault
conveyor,3.11,7.63,39.5,1.39,226.98,2.51,roller_bearing_failure,warning
conveyor,2.09,10.55,48.69,1.2,338.11,12.94,belt_misalignment,fault
conveyor,3.08,6.01,44.05,1.33,241.81,5.86,roller_bearing_failure,warning
conveyor,3.43,7.42,48.89,1.41,266.91,4.69,roller_bearing_failure,warning
conveyor,3.53,10.16,50.27,1.5,291.4,11.09,belt_misalignment,fault
conveyor,1.61,16.87,68.33,1.03,292.68,3.52,overload,fault
conveyor,2.24,14.72,60.75,0.49,481.02,4.45,jam,fault
conveyor,1.83,7.15,43.54,1.55,211.28,5.34,belt_misalignment,running
conveyor,5.16,18.59,72.25,0.25,422.35,9.45,jam,fault
conveyor,1.7,10.34,50.84,0.51,190.47,5.7,belt_slip,warning
conveyor,2.26,7.64,67.48,0.82,266.14,6.64,belt_slip,warning
conveyor,1.43,10.21,47.09,1.16,228.4,14.08,belt_misalignment,fault
conveyor,2.73,12.79,59.1,0.26,379.84,10.86,jam,fault
conveyor,2.08,10.76,75.88,1.27,254.94,6.04,gearbox_overheating,warning
conveyor,1.79,16.2,61.08,0.9,346.67,4.32,overload,fault
conveyor,2.21,6.35,41.36,1.31,185.57,5,roller_bearing_failure,warning
conveyor,2.43,7.91,58.7,1.46,246,5.63,roller_bearing_failure,warning
conveyor,3.79,7.24,48.29,1.37,197.61,5.97,roller_bearing_failure,warning
conveyor,2.88,14.98,76.24,0.79,372.33,6.26,overload,fault
conveyor,2.02,11.85,101.26,1.57,177.45,5.34,gearbox_overheating,fault
conveyor,5.28,8.77,56.68,1.27,171.41,3.39,roller_bearing_failure,fault
conveyor,3.21,18.31,61.05,0.99,504.15,6.94,overload,fault
conveyor,0.54,9.36,48.84,1.11,160.81,12.5,belt_misalignment,fault
conveyor,3.96,6.87,56.76,1.29,186.34,13.51,belt_misalignment,fault
conveyor,1.01,8.11,49.92,1.68,195.85,1.3,none,running
conveyor,3.03,14.83,69.06,1.17,383.06,3.24,overload,fault
conveyor,2.38,8.41,96.09,1.59,175.83,4.25,gearbox_overheating,fault
conveyor,2.42,6.2,46.41,1.55,151.53,3.52,roller_bearing_failure,warning
conveyor,4.12,8.94,44.26,1.4,204.99,4.66,roller_bearing_failure,fault
conveyor,3.21,9.41,45.57,1.42,263.62,1.88,roller_bearing_failure,warning
conveyor,1.17,14.42,75.75,0.93,309.83,3.9,overload,fault
conveyor,3.19,20.85,59.87,0.45,533.81,4.16,jam,fault
conveyor,2.12,6.98,45.72,1.57,242.98,8.45,belt_misalignment,warning
conveyor,0.74,10.46,55.42,1.31,305.96,14.88,belt_misalignment,fault
conveyor,0.91,6.87,44.7,1.73,221.85,3.11,none,running
conveyor,0.93,5.64,37.3,1.39,155.33,2.31,none,running
conveyor,1.24,12.05,50.65,1.45,508.04,4.31,overload,fault
conveyor,3.52,15.16,69.97,0.43,477.49,3.06,jam,fault
conveyor,2.75,8.84,47.49,1.18,347.11,14.99,belt_misalignment,fault
conveyor,2.26,11.76,60.34,0.7,168.12,4.15,belt_slip,warning
conveyor,2.61,21.82,60.9,0.52,456.05,8.47,jam,fault
conveyor,1.42,11.53,61.5,0.5,178.05,1.99,belt_slip,warning
conveyor,0.99,6.85,43.39,1.45,182.59,3.51,none,running
conveyor,1.01,5.08,47.62,1.43,211.81,2.97,none,running
conveyor,2.21,11.69,64.24,1.24,232.95,4.17,gearbox_overheating,warning
conveyor,2.94,9.61,68.19,1.22,244.99,2.63,gearbox_overheating,warning
conveyor,2.39,14.36,85.02,0.36,403.06,2.98,jam,fault
conveyor,3.78,6.15,45.52,1.54,137.53,3.72,roller_bearing_failure,warning
conveyor,1.95,9.57,104.7,1.56,324.44,7.32,gearbox_overheating,fault
conveyor,2.52,6.1,57.53,1.64,280.95,3.42,roller_bearing_failure,warning
conveyor,4.06,21.16,96.34,0.52,391.26,9.42,jam,fault
conveyor,2.23,10.7,46.26,1.08,241.57,14.74,belt_misalignment,fault
conveyor,2.68,16.5,87.58,0.58,341.45,10.21,jam,fault
conveyor,2.43,7.78,39.4,1.59,229.37,6.71,roller_bearing_failure,warning
conveyor,4.17,19.14,55.84,0.6,623.29,7.91,jam,fault
conveyor,3.39,13.23,98.53,1.42,181.26,5.68,gearbox_overheating,fault
conveyor,1.51,12.71,42.16,0.71,160.05,6.53,belt_slip,warning
conveyor,2.07,20.09,89.84,0.7,616.89,11.28,jam,fault
conveyor,1.57,18.92,59.71,1.4,368.56,5.9,overload,fault
conveyor,1.79,11.96,47.64,0.62,135.25,8.33,belt_slip,warning
conveyor,1.14,8.56,56.13,1.52,258.08,4.9,roller_bearing_failure,running
conveyor,2.21,6.84,58.33,1.53,240.69,4.58,roller_bearing_failure,warning
conveyor,2.7,8.32,60.82,1.42,205.21,6.09,roller_bearing_failure,warning
conveyor,1.16,7.95,41.34,1.57,217.51,4.21,none,running
conveyor,1.12,13.82,82.96,1.38,328.72,3.07,gearbox_overheating,fault
conveyor,0.9,8.53,66.68,0.59,152.72,4.15,roller_bearing_failure,warning
conveyor,3.35,11.91,86.44,0.55,357.1,8.46,jam,fault
conveyor,2.16,12.68,57.2,0.6,176.92,1.64,belt_slip,warning
conveyor,1.83,7.76,58.7,0.43,255.48,7.89,belt_slip,warning
conveyor,1.79,8.98,74.05,1.26,302.82,2.6,overload,warning
conveyor,0.53,7.4,36.81,1.36,197.74,1.2,none,running
conveyor,3.2,6.54,63.08,1.34,193.94,9.7,belt_misalignment,warning
conveyor,3.63,20.18,66.17,0.26,449.51,4.14,jam,fault
conveyor,5.29,19,63.2,0.91,406.41,7.57,jam,fault
conveyor,1.8,7.53,53.77,0.66,183.58,5.32,belt_slip,running
conveyor,1.55,7.74,46.17,1.73,227.17,0.92,none,running
conveyor,1.62,15.92,65.09,1,407.18,4.53,overload,fault
conveyor,2.44,6.62,56.97,1.38,259.56,3.66,roller_bearing_failure,warning
conveyor,1.62,13.7,46.78,1.11,257.95,3.33,belt_slip,warning
conveyor,1.06,5.39,41.86,1.29,256.92,4.43,none,running
conveyor,1.61,10.5,45.65,1.31,167.64,11.73,belt_misalignment,fault
conveyor,2.37,9.49,87.63,1.18,309.15,6.33,gearbox_overheating,fault
conveyor,2.12,14.5,71.43,1.35,203.52,4.87,gearbox_overheating,fault
conveyor,4.14,16.52,90.74,0.29,437.83,3.49,jam,fault
conveyor,1.29,11.21,72.35,1.37,210.25,4.69,gearbox_overheating,warning
conveyor,2.14,11.1,45.05,0.94,170.05,5.77,belt_slip,warning
conveyor,4.81,19.75,82.34,0.42,527.62,9.52,jam,fault
conveyor,4.87,12.52,57.44,0.06,343.66,8.98,jam,fault
conveyor,3.34,9.01,45.55,1.17,419.29,4.24,overload,fault
conveyor,1.71,9.08,48.73,1.08,164.23,3.31,belt_slip,running
conveyor,3.22,7.38,67.12,0.86,168.65,5.83,belt_slip,warning
conveyor,2.22,11.51,56.92,1.37,337.67,4.65,overload,warning
conveyor,1.7,6.26,42.65,1.31,310.34,3.43,roller_bearing_failure,warning
conveyor,1.82,15.2,67.41,1.19,392.51,4.62,overload,fault
conveyor,2.95,8.06,63.23,1,224.35,7.76,belt_slip,warning
conveyor,0.87,13.89,62.46,1.45,326.59,3.03,gearbox_overheating,warning
conveyor,5.74,7.7,56.94,1.55,233.18,5.19,roller_bearing_failure,fault
conveyor,2.86,14,46.84,0.88,446.13,5.55,overload,fault
conveyor,5.59,8.17,50.47,1.43,218.06,5.07,roller_bearing_failure,fault
conveyor,1.82,13.38,70.76,1.36,246.22,6.99,gearbox_overheating,warning
conveyor,2.49,11.35,62.03,0.97,346.14,6.34,overload,warning
conveyor,0.87,7.09,41.95,1.39,213.81,4.29,none,running
conveyor,0.92,7.17,41.85,1.55,177.42,2.87,none,running
conveyor,2.78,12.84,91.81,1.37,196.54,6.92,gearbox_overheating,fault
conveyor,1.83,6.71,43.8,1.44,132.8,11.37,belt_misalignment,fault
conveyor,4.18,6.32,45.6,1.48,213.13,3.76,roller_bearing_failure,fault
conveyor,3.61,9.14,56.86,1.53,185.76,5.32,roller_bearing_failure,warning
conveyor,4.66,17.69,56.24,0.05,629.86,7.27,jam,fault
conveyor,2.26,7.37,103.4,1.18,316.49,5.8,gearbox_overheating,fault
conveyor,2.3,11.05,77.32,0.87,526.08,5.66,overload,fault
conveyor,5.74,16.28,84.14,0.32,300.3,3.04,jam,fault
conveyor,1.39,12.77,49.71,0.53,208.68,7.92,belt_slip,warning
conveyor,1.13,11.09,58.11,0.74,190.26,3.33,belt_slip,warning
conveyor,1.62,13.27,87.61,1.45,262.67,2.39,gearbox_overheating,fault
conveyor,3.9,7.49,44.51,1.29,259.31,13.79,belt_misalignment,fault
conveyor,1.41,10.75,43.59,1.48,214.59,14.34,belt_misalignment,fault
conveyor,1.26,11.49,67.9,1.24,279.93,3.06,gearbox_overheating,warning
conveyor,3.32,11.54,56.28,0.89,196.95,4.15,belt_slip,warning
conveyor,1.36,12.78,43.6,1.09,248.14,3.74,belt_slip,warning
conveyor,1.29,11.17,46.78,1.09,89.71,5.61,belt_slip,warning
conveyor,1.27,9.31,73.2,1.47,349.82,1.96,gearbox_overheating,warning
conveyor,1.38,9.72,68.13,1.6,321.38,5.28,gearbox_overheating,warning
conveyor,3.53,8.23,44.68,1.55,112.38,2.71,roller_bearing_failure,warning
conveyor,0.3,10.23,40.73,1.14,222.09,13.63,belt_misalignment,fault
conveyor,1.82,8.06,57.08,1.08,100.16,2.81,belt_slip,running
conveyor,1.98,7.75,48.52,1.44,122.78,5.13,roller_bearing_failure,running
conveyor,1.38,7.22,41.53,1.56,256.16,6.17,roller_bearing_failure,warning
conveyor,1.31,9.81,93.47,1.27,332.91,6.16,gearbox_overheating,fault
conveyor,0.43,5.7,46.83,1.47,179.88,2.89,none,running
conveyor,2.56,9.65,67.99,1.35,256.46,2.88,gearbox_overheating,warning
conveyor,1.56,8.04,62.83,0.91,124.79,7.02,belt_slip,warning
conveyor,0.92,9.74,70.54,1.52,313.73,6.44,gearbox_overheating,warning
conveyor,1.33,11.02,67.39,1.2,258.84,6.02,overload,warning
conveyor,2.45,9.08,43.84,1.49,268.82,5.38,roller_bearing_failure,warning
conveyor,2.42,12.43,42.51,0.97,139.78,2.96,belt_slip,warning
conveyor,2.36,10.26,60.02,1.37,228.66,11.66,belt_misalignment,fault
conveyor,4.58,6.78,52.23,1.37,272.58,4.99,roller_bearing_failure,fault
conveyor,2.48,9.87,58.62,1.12,107.33,5.46,belt_slip,warning
conveyor,0.48,6.02,45.58,1.48,190.33,2.87,none,running
conveyor,3.46,20.28,92.82,0.43,369.84,4.39,jam,fault
conveyor,2.51,11.2,67.51,1.3,176.7,6.75,gearbox_overheating,warning
conveyor,1.13,6.77,39.55,1.42,155.34,1.72,none,running
conveyor,2.49,12.55,69.34,0.52,509.6,10.23,jam,fault
conveyor,3.62,6.45,41.09,1.44,192.15,2.37,roller_bearing_failure,warning
conveyor,0.6,6.55,42.61,1.4,248.46,2.88,none,running
conveyor,0.6,11.72,96.88,1.61,261.37,3.12,gearbox_overheating,fault
conveyor,2.41,6.79,48.47,1.29,187.19,3.38,roller_bearing_failure,warning
conveyor,2.31,10.7,65.4,1.1,166.47,4.92,belt_slip,warning
conveyor,1.35,13.46,71.61,1.4,270.85,7.08,gearbox_overheating,warning
conveyor,1.77,6.53,54.21,1.32,223.92,4.62,roller_bearing_failure,running
conveyor,3.2,18.44,65.56,0.65,626.98,3.78,jam,fault
conveyor,3.91,7.08,39.07,1.64,164.68,4.79,roller_bearing_failure,warning
conveyor,5.14,9.09,51.68,1.47,134.09,2.85,roller_bearing_failure,fault
conveyor,0.82,6.82,41.59,1.34,237.88,2.03,none,running
conveyor,1.88,8.97,64.16,0.55,227.92,3.8,belt_slip,running
conveyor,2.94,7.07,53.12,1.24,268.07,7.9,roller_bearing_failure,warning
conveyor,1.78,19.39,68.9,1.45,376.16,3.96,overload,fault
conveyor,3.81,13.13,91.58,1.63,337.49,4.24,gearbox_overheating,fault
conveyor,1.13,7.9,46.89,1.57,181.61,3.44,none,running
conveyor,3.1,14.3,71.78,0.05,336.14,10.53,jam,fault
conveyor,1.15,18.41,74.6,1.23,521.86,4.3,overload,fault
conveyor,2.32,8.99,61.55,1.44,162.38,7.67,belt_misalignment,warning
conveyor,5,6.6,44.76,1.37,254.5,2.08,roller_bearing_failure,fault
conveyor,5.54,8.59,49.66,1.48,140.52,4.03,roller_bearing_failure,fault
conveyor,0.98,5.63,50.17,1.53,180.21,0.53,none,running
conveyor,4.56,8.71,63.48,1.48,181.21,3.22,overload,fault
conveyor,2.35,14.25,85.82,0.4,354.61,9.32,jam,fault
conveyor,4.33,21.64,89.31,0.36,534.64,4.12,jam,fault
conveyor,2.66,7.02,46.15,1.45,238.91,1.94,roller_bearing_failure,warning
conveyor,3.21,19.58,73.96,1.28,510.12,4.23,overload,fault
conveyor,5.79,18.22,64.47,0.28,406.62,7.09,jam,fault
conveyor,0.7,13.28,46.97,1.36,395.21,4.84,overload,fault
conveyor,2.51,8.78,66.12,1.49,178.26,1.78,gearbox_overheating,warning
conveyor,1.34,8.79,41.9,0.73,229.88,4,belt_slip,running
conveyor,1.36,5.94,37.76,1.62,182.27,2.09,none,running
conveyor,2.74,11.87,79.02,0.38,361.69,7.26,jam,warning
conveyor,3.04,7.24,51.45,1.39,179.78,10.23,belt_misalignment,fault
conveyor,1.16,14,64.87,1.24,496.19,7.36,overload,fault
conveyor,0.89,11.15,59.47,1.09,251.07,10.12,belt_misalignment,fault
conveyor,1.34,9.25,40.8,1.12,175.38,12.8,belt_misalignment,fault
conveyor,0.78,9.21,59.08,1.01,241.58,7.51,overload,warning
conveyor,1.97,10.95,57.97,1.41,175.61,12.79,belt_misalignment,fault
conveyor,0.79,8.02,42.91,1.44,129.03,1.89,none,running
conveyor,1.86,13.07,48.19,1.3,487.87,3.67,overload,fault
conveyor,2.58,21.39,69.13,0.47,585.98,11.43,jam,fault
conveyor,2.69,16.79,65.68,0.22,536.16,10,jam,fault
conveyor,1.81,18.95,74.63,0.09,536.44,8.89,jam,fault
conveyor,1.63,6.75,58.56,0.99,138.92,6.65,belt_slip,warning
conveyor,3.53,8.87,60.82,1.5,216.75,5.34,roller_bearing_failure,warning
conveyor,1.05,6.58,42.78,1.37,141.62,3.69,none,running
conveyor,2.58,8,68.23,0.98,179.32,6.39,belt_slip,warning
conveyor,2.01,10.27,55.87,1.36,228.95,11.25,belt_misalignment,fault
conveyor,2.05,7.5,61.31,0.85,178.93,3.37,belt_slip,warning
conveyor,2.07,10.29,61.18,1.46,217.04,13.23,belt_misalignment,fault
conveyor,2.26,7.39,58.15,0.88,274.34,3.18,belt_slip,warning
conveyor,0.75,7.22,38.65,1.52,159.02,2.02,none,running
conveyor,3.5,21.06,88.29,0.15,512.23,10.97,jam,fault
conveyor,3.53,10.17,57.63,0.88,251.05,4.4,belt_slip,warning
conveyor,1.96,9.19,49.08,1.13,173.62,7.06,belt_slip,warning
conveyor,2.01,10.79,46.49,1.11,191.27,12.06,belt_misalignment,fault
conveyor,1.3,7.23,51.12,1.55,210.64,3.93,none,running
conveyor,2.29,12.25,63,1.07,212.15,3.62,belt_slip,warning
conveyor,1.03,5.57,37.84,1.51,184.34,4.07,none,running
conveyor,4.57,7.17,50.26,1.42,184.62,1.68,roller_bearing_failure,fault
conveyor,0.7,10.63,53.73,0.96,349.14,2.07,overload,warning
conveyor,2.19,12.36,74.96,0.83,570.82,3.27,overload,fault
conveyor,4.86,8.25,58.93,1.53,127.4,5.48,roller_bearing_failure,fault
conveyor,2.42,16.13,70.65,0.05,502.39,9.29,jam,fault
conveyor,3.51,12.89,75.53,0.2,535.89,10.36,jam,fault
conveyor,0.98,7.22,42.36,1.43,155.29,2.45,none,running
conveyor,3.46,8.21,46.54,1.45,235.04,2.06,roller_bearing_failure,warning
conveyor,2.34,15.44,62.86,1.42,241.92,4.16,overload,fault
conveyor,3.44,7.15,42.72,1.22,212.9,3.57,roller_bearing_failure,warning
conveyor,1.55,11.01,43.79,1.24,276.4,13.54,roller_bearing_failure,fault
conveyor,2.76,9.31,60.05,0.4,178.39,3.68,belt_misalignment,warning
conveyor,3.49,13.83,102.35,1.26,260.28,4.21,gearbox_overheating,fault
conveyor,1.83,16.68,69.41,1.02,375.5,3.78,overload,fault
conveyor,3.17,12.58,70.44,0.38,438.83,7.59,jam,fault
conveyor,4.28,6.09,60.58,1.38,270.1,6.57,roller_bearing_failure,fault
conveyor,3.5,7.57,41.87,1.27,224.94,3.39,roller_bearing_failure,warning
conveyor,2.57,12.53,56.91,0.76,197.62,7.21,belt_slip,warning
conveyor,0.73,11.96,48.04,1.01,291.15,4.57,overload,warning
conveyor,2.21,11.09,93.52,1.41,297.13,1.76,gearbox_overheating,fault
conveyor,1.34,8.34,44,1.14,254.97,6.69,belt_misalignment,warning
conveyor,1.74,8.02,63.75,0.92,175.3,6.79,belt_slip,warning
conveyor,0.72,6.93,41.22,1.61,264,1.62,none,running
conveyor,1.7,12.58,57.07,0.36,347.18,6.65,jam,warning
conveyor,1.87,12.28,92.29,1.62,256.77,2.52,gearbox_overheating,fault
conveyor,0.87,9.13,52.78,1.63,212.31,14.95,belt_misalignment,fault
conveyor,2.25,12.43,44.18,0.63,273.75,5.21,belt_slip,warning
conveyor,2.43,7.04,55.38,0.83,306.54,5.96,overload,warning
conveyor,4.67,17.59,59.21,0.37,650,7.76,jam,fault
conveyor,1.74,10.24,54.13,1.18,292.91,6.46,belt_misalignment,warning
conveyor,3.98,15.95,75.86,0.65,634.15,8.58,jam,fault
conveyor,5.12,18.35,80.84,0.62,287.57,5.71,jam,fault
conveyor,2,9.42,43.74,1.62,195.7,9.25,belt_misalignment,warning
conveyor,1.73,8.03,42.27,1.53,111.9,2.07,none,running
conveyor,2.91,12.39,57.08,0.78,236.5,6.61,belt_slip,warning
conveyor,0.97,13.79,71.78,1.34,445.31,6.89,overload,fault
conveyor,1.59,16.84,61.84,1.38,434.47,4.03,overload,fault
